,disease_category,disease_name,intention,question
2546,응급질환,두통,진단,두통 진단 시 실비보험을 신청하면 보험 혜택을 받을 수 있는지 알고 싶습니다.
2547,응급질환,두통,진단,두통의 원인과 진단에 대해 알고 싶어요.
2548,응급질환,두통,진단,"어지럽고 두통, 그리고 구토가 나타날 때 뇌질환의 가능성을 확인할 수 있을까요?"
2549,응급질환,두통,진단,치조골염의 진단을 받으려면 어떤 검사를 받아야 하나요?
2550,응급질환,두통,진단,"눈이 충혈되고, 코막힘과 콧물, 식은땀 등의 증상이 있는 경우, 어떤 의료기관을 방문해야 할까요?"
2551,응급질환,두통,진단,"냉방병 증상이 있을 경우, 어떤 의료진을 방문하여 진단을 받아야 할까요?"
2552,응급질환,두통,진단,인후염을 진단받기 위해 어떤 종류의 의료기관을 찾아야 할까요?
2553,응급질환,두통,진단,병적인 두통을 진단하기 위해 고려되는 주요한 기준은 어떤 것들이 있을까요?
2554,응급질환,두통,진단,"두부 백선의 경우, 어떤 검사를 통해 진단이 이루어질 수 있는지 알려주세요."
2555,응급질환,두통,진단,두통의 진단을 받기 위해 어떤 진료과를 찾아가야 할까요?
2556,응급질환,두통,진단,두통이 아침에 자고 일어나면 더 심해지는 것에 대해 신경외과에서 어떤 검진을 해줄 수 있는지 알려주세요.
2557,응급질환,두통,진단,"두통이 지속되고 있는데, 어떤 진료 과목의 전문의와 상담해야 할까요?"
2558,응급질환,두통,진단,"머리에 충격이 있을 때, 외상성 뇌 손상을 의심할만한 증상이 있다면 어떤 전문의를 찾아야 하나요?"
2559,응급질환,두통,진단,"안면홍조, 두통, 어지럼증, 시야장애가 골수증식종양과 어떤 관련이 있는지 알고 싶어요."
2560,응급질환,두통,진단,두통을 진단받기 위해 어떤 의사와 상담해야 할까요?
2561,응급질환,두통,진단,치조골염 진단을 받기 위해서는 어떤 검사가 필요한가요?
2562,응급질환,두통,진단,인후염을 진단받기 위해 어떤 의사에게 방문해야 할까요?
2563,응급질환,두통,진단,두통으로 인한 병원 방문이 병원 감염이나 감염 위험성이 있을까요?
2564,응급질환,두통,진단,"갑작스러운 열증과 두통, 어지럼증은 어떤 과에서 정확한 진단을 받을 수 있을까요?"
2565,응급질환,두통,진단,두통의 진단을 받으려면 어떤 의료기관을 찾아가야 할까요?
2566,응급질환,두통,진단,외상성 뇌 손상을 진단받기 위해 어떤 검사를 받아야 하나요?
2567,응급질환,두통,진단,두통으로 일상생활에 제약이 있다면 다른 병원을 방문해보는 것이 좋을까요?
2568,응급질환,두통,진단,두통이 아침에 자고 일어나면 심해지는 이유가 신경외과에서 어떤 진단을 받아야 하는 건가요?
2569,응급질환,두통,진단,두통을 진단하기 위해 어떤 종류의 검사가 필요한가요?
2570,응급질환,두통,진단,"두통이 있는데, 두부 백선에 대한 정확한 진단을 받으려면 어떤 의료진을 찾아야 할까요?"
2571,응급질환,두통,진단,"음식을 삼키기 어렵고 두통과 같은 증상이 나타나면 식도암일 가능성이 높은데, 어떤 전문의를 찾아가야 할까요?"
2572,응급질환,두통,진단,만성 두통을 진단받기 위해 어떤 검사나 진료 과정을 거쳐야 하나요?
2573,응급질환,두통,진단,냉방병의 의심 증상을 가지고 있다면 어떤 의료진에게 진단을 받아야 할까요?
2574,응급질환,두통,진단,"어지럽고 두통이 심한데, 이는 뇌질환의 초기 증상일까요?"
2575,응급질환,두통,진단,"두통과 관련된 증상이 있을 때, 어떤 의료 전문가에게 진단을 받아야 할까요?"
2576,응급질환,두통,진단,"환자의 열과 두통, 어지럼증에 대한 정확한 진단을 위해 어떤 진료과를 찾아가야 할까요?"
2577,응급질환,두통,진단,저나트륨혈증 진단 검사를 받기 위해 어떤 의사를 찾아야 할까요?
2578,응급질환,두통,진단,교모세포종 진단을 위해 어떤 절차를 거쳐야 하나요?
2579,응급질환,두통,진단,"두통이 계속되는데, 다른 병원을 찾아서 더 이상 약을 먹지 않아도 되는지 진단을 받아야 할까요?"
2580,응급질환,두통,진단,저나트륨혈증 진단 검사를 받기 위해서는 어떤 종류의 의사를 방문해야 하나요?
2581,응급질환,두통,진단,두통이라는 질병의 원인을 찾기 위해서는 어떤 종류의 의사를 찾아야 할까요?
2582,응급질환,두통,진단,"두통이 지속적으로 발생하는 경우, 어떤 전문의를 찾아가야 할까요?"
2583,응급질환,두통,진단,두통의 원인을 밝히기 위해 어떤 종류의 의사를 찾아야 할까요?
2584,응급질환,두통,진단,두통의 진단을 받으려면 어떤 전문 분야의 의료진을 찾아가야 할까요?
2585,응급질환,두통,진단,두통이라면 두통 이외에 다른 증상은 무엇이 있을까요?
2586,응급질환,두통,진단,교모세포종 진단을 위해 어떤 검사 방법을 사용하나요?
2587,응급질환,두통,진단,두통 진단을 받기 위해 어떤 의사와 상담해야 할까요?
2588,응급질환,두통,진단,"두통이 아침에 자고 일어났을 때 더 심해질 때, 신경외과를 찾아서 정확한 진단을 받을 수 있을까요?"
2589,응급질환,두통,진단,두통을 진단하는 데 있어서 의사와 환자간에 어떤 대화나 협의가 이루어지는지 알려주세요.
2590,응급질환,두통,진단,인후염을 진단받기 위해 어떤 전문의를 찾아야 할까요?
2591,응급질환,두통,진단,"냉방병으로 의심되는 증상이 있을 경우, 어떤 전문의를 찾아가야 할까요?"
2592,응급질환,두통,진단,"갑자기 나타나는 열증과 두통, 어지럼증은 어떤 과에서 검진을 받아야 할까요?"
2593,응급질환,두통,진단,"두통과 관련된 다른 질병의 가능성을 고려하여, 어떤 의료 기관을 찾아가야 할까요?"
2594,응급질환,두통,진단,두통을 진단하는데에는 어떤 절차를 거쳐야 하나요?
2595,응급질환,두통,진단,두통에 대한 정확한 진단을 받기 위해 어떤 전문의를 찾아야 할까요?
2596,응급질환,두통,진단,"어지럽고 두통, 그리고 구토가 나타날 때 뇌질환과의 연관성을 알 수 있을까요?"
2597,응급질환,두통,진단,두통으로 진단을 받으면 실비보험에 가입하는데 어떤 단계를 거쳐야 하나요?
2598,응급질환,두통,진단,후천적인 두통의 진단 기준에는 어떤 것들이 있는지 알려주세요.
2599,응급질환,두통,진단,"두통이 점점 심해지는 경우, 정확한 진단을 받기 위해서는 어떤 의료 기관을 찾아야 할까요?"
2600,응급질환,두통,진단,"외상성 뇌 손상을 의심하는데, 어디로 가서 검진을 받아야 하나요?"
2601,응급질환,두통,진단,두통의 진단에 있어서 고려할만한 요소는 어떤 것들이 있는지 알려주세요.
2602,응급질환,두통,진단,외상성 뇌 손상 진단을 받으려면 어디로 가야 하나요?
2603,응급질환,두통,진단,"군발두통을 의심할 만한 증상이 나타났을 때, 어떤 전문의의 진단을 받아야 정확한 진단이 가능한가요?"
2604,응급질환,두통,진단,두통을 진단하는 과정에서 어떤 검사 결과가 필요한가요?
2605,응급질환,두통,진단,"갑자기 열이 확 오르고 두통, 어지럼증이 나타나면, 어떤 과에서 진단을 받아야 할까요?"
2606,응급질환,두통,진단,냉방병 진단을 위한 검사는 어디에서 받을 수 있을까요?
2607,응급질환,두통,진단,"두통, 혼동과 관련된 호흡성 산증을 어떻게 진단하고 진단 결과를 확인할 수 있을까요?"
2608,응급질환,두통,진단,"두통의 치료를 위해서 약을 복용하지 않으면 두통이 지속되는 경우, 다른 병원에서 어떤 검사를 받아야 할까요?"
2609,응급질환,두통,진단,두통 진단을 받기 위해 어떤 문진표를 작성해야 하나요?
2610,응급질환,두통,진단,골수증식종양으로 인한 증상이 의심되면 어떤 검사를 받아야 할까요?
2611,응급질환,두통,진단,골수증식종양을 진단받기 위해 어떤 검사와 절차를 거쳐야 하는지 자세히 알려주세요.
2612,응급질환,두통,진단,냉방병을 정확히 진단하기 위해 어떤 검진 방법이 사용되나요?
2613,응급질환,두통,진단,냉방병을 진단하기 위해 어떤 검사가 필요한지 알려주세요.
2614,응급질환,두통,진단,두통을 줄이기 위해 어떤 진료과를 찾아가야 하는지 상세히 알려주세요.
2615,응급질환,두통,진단,두통의 원인을 정확하게 확인할 수 있는 진단 방법은 어떤 것이 있나요?
2616,응급질환,두통,진단,외상성 뇌 손상을 진단하기 위해 어떤 의료 기관에 예약을 해야 하나요?
2617,응급질환,두통,진단,두부 백선 진단을 받기 위해 신경외과를 찾아야 할까요?
2618,응급질환,두통,진단,교모세포종 진단을 받을 수 있는 의료기관은 어디인가요?
2619,응급질환,두통,진단,두통 진단에 있어서 가장 흔히 사용되는 방법은 무엇인가요?
2620,응급질환,두통,진단,두통을 일으키는 주요 원인에 대해 자세한 내용을 알려주세요.
2621,응급질환,두통,진단,"어지럽고 두통, 그리고 구토와 관련된 뇌질환의 증상을 확인할 수 있을까요?"
2622,응급질환,두통,진단,"냉방병과 관련된 두통과 콧물 증상을 보여주는 경우, 어떤 전문의를 찾아가야 할까요?"
2623,응급질환,두통,진단,군발두통을 진단받기 위해 어떤 검사가 필요한가요?
2624,응급질환,두통,진단,냉방병을 진단하기 위해 어떤 증상과 신체적인 소견을 확인해야 할까요?
2625,응급질환,두통,진단,두통을 진단하는데 사용되는 주요한 진단법은 무엇인가요?
2626,응급질환,두통,진단,갑자기 느껴지는 음식을 삼키기 어려움과 두통은 인후염의 진단에 어떤 영향을 미칠까요?
2627,응급질환,두통,진단,교모세포종을 의심할 때 어떤 의료진에게 진단을 받아야 하나요?
2628,응급질환,두통,진단,두통 진단을 위해 일반적으로 어떤 검사가 사용되나요?
2629,응급질환,두통,진단,"치아 통증과 치아 문제를 의심하는 경우, 만성치주염의 진단을 받을 수 있는 의사나 병원을 알려주세요."
2630,응급질환,두통,진단,자율 신경 실조증을 진단하기 위해 어느 진료과를 방문해야 할까요?
2631,응급질환,두통,진단,"안면홍조와 두통 어지럼증을 동반한 증상이 있는데, 골수증식종양을 의심하려면 어디에서 검사를 받아야 할까요?"
2632,응급질환,두통,진단,"갑작스러운 열증과 두통, 어지럼증을 진단하기 위해 어떤 전문의의 도움을 받아야 할까요?"
2633,응급질환,두통,진단,교모세포종 진단을 받기 위해 어떤 의사에게 방문해야 하나요?
2634,응급질환,두통,진단,두통이 나타날 수 있는 다른 원인이 있는지 알려주세요.
2635,응급질환,두통,진단,두통과 연관된 다른 증상도 함께 알려주세요. 두통 외에도 머리가 아픈 증상이 있는지 알고 싶어요.
2636,응급질환,두통,진단,두통을 예방하거나 관리하기 위해 어떤 진료과를 찾아야 할까요?
2637,응급질환,두통,진단,"두통과 혼돈이 있는데도, 호흡성 산증을 진단받을 수 있는 검사 방법이 있을까요?"
2638,응급질환,두통,진단,"두통이 심한데, 어떤 의사에게 진단을 받아야 확실한 결과를 얻을 수 있을까요?"
2639,응급질환,두통,진단,두통을 정확히 진단받기 위해 방문해야 할 전문의가 있는 병원을 알려주세요.
2640,응급질환,두통,진단,교모세포종 진단을 받기 위해 어떤 병원이나 의원을 찾아가야 하나요?
2641,응급질환,두통,진단,두통으로 진단되는 증상 중에서 두통 이외에 어떤 증상이 나타날 수 있는지 알려주세요.
2642,응급질환,두통,진단,두통의 원인을 찾기 위해 어떤 검사를 받아야 하는지 알 수 있을까요?
2643,응급질환,두통,진단,"머리에 충격이 있을 때, 외상성 뇌 손상을 진단받기 위해 어떤 검사가 필요한가요?"
2644,응급질환,두통,진단,두통이 심해서 약을 복용 중인데 정확한 진단을 받으려면 어떤 병원을 찾아가야 할까요?
2645,응급질환,두통,진단,교모세포종 진단을 받으려면 어떤 단계를 거쳐야 하나요?
2646,응급질환,두통,진단,인후염을 진단받기 위해 어떤 의료진에게 방문해야 할까요?
2647,응급질환,두통,진단,두통 진단을 받기 위해 어떤 종류의 검사가 필요한가요?
2648,응급질환,두통,진단,"안면홍조와 두통 어지럼증을 동반한 증상이 있다면, 골수증식종양을 의심하기 위해 어디에서 의사와 상담할 수 있을까요?"
2649,응급질환,두통,진단,"두통이 자주 발생한다면, 어떤 의료진과 상담해야 할까요?"
2650,응급질환,두통,진단,머리가 깨질듯이 아프면서 눈까지 쑤시는 만성 두통에 대한 진단은 어떻게 이루어지나요?
2651,응급질환,두통,진단,두통을 진단받기 위해 어떤 의료진의 도움이 필요한가요?
2652,응급질환,두통,진단,"갑작스러운 열증과 두통, 어지럼증은 어떤 과에서 정확한 검진을 받아야 할까요?"
2653,응급질환,두통,진단,일산화탄소 중독의 진단 방법은 어떤 것이 있을까요?
2654,응급질환,두통,진단,저나트륨혈증 진단을 받기 위해 어떤 과정을 거쳐야 할까요?
2655,응급질환,두통,진단,"인후염을 의심하는 경우, 어떤 진료과를 찾아야 할까요?"
2656,응급질환,두통,진단,냉방병 진단을 받으려면 어떤 의료 전문가를 찾아가야 하나요?
2657,응급질환,두통,진단,"두통이 발생할 때, 정확한 진단을 받기 위해 어떤 종류의 의사를 찾아야 할까요?"
2658,응급질환,두통,진단,두통을 해결하기 위해 어떤 종류의 의료진을 찾아가야 할까요?
2659,응급질환,두통,진단,두통의 진단을 위해 어떤 의료기기나 장비가 사용되는지 알 수 있을까요?
2660,응급질환,두통,진단,교모세포종 진단을 위해 어떤 종류의 테스트가 사용될 수 있을까요?
2661,응급질환,두통,진단,"냉방병 증상이 있다면, 어떤 전문의를 찾아가야 할까요?"
2662,응급질환,두통,진단,두부 백선의 진단을 받으려면 어떤 의료기관을 방문해야 할까요?
2663,응급질환,두통,진단,두통과 발작 빈도가 높아지면 교모세포종이 의심되는 증상인가요?
2664,응급질환,두통,진단,"갑자기 열이 확 오르고 두통, 어지럼증이 나타날 때, 어떤 과를 찾아야 할까요?"
2665,응급질환,두통,진단,두통을 일으키는 주요 원인들이 어떤 것들이 있는지 알려주세요.
2666,응급질환,두통,진단,만성 두통을 정확하게 진단하기 위해 사용되는 방법은 어떤 것들이 있는지 알려주세요.
2667,응급질환,두통,진단,"일산화탄소 중독과 관련하여 두통이 심할 경우, 어떤 조치를 취해야 할지 알려주세요."
2668,응급질환,두통,진단,교모세포종 진단을 받을 때 예상되는 비용은 어느 정도인가요?
2669,응급질환,두통,진단,신경외과에 방문하면 두통의 원인을 진단받을 수 있을까요?
2670,응급질환,두통,진단,교모세포종을 진단받기 위해 어떤 의사에게 진단을 받아야 할까요?
2671,응급질환,두통,진단,두통을 진단해 줄 수 있는 전문의는 어디에서 찾을 수 있을까요?
2672,응급질환,두통,진단,두통을 진단받기 위해 어떤 의료 기술을 사용하나요?
2673,응급질환,두통,진단,"호흡성 산증을 진단할 때 두통, 혼돈과 같은 증상을 고려해야 하나요?"
2674,응급질환,두통,진단,"눈이 충혈되고, 코막힘과 콧물, 식은땀 등의 증상이 있을 때, 정확한 진단을 받을 수 있는 곳은 어디인가요?"
2675,응급질환,두통,진단,교모세포종 진단을 받을 수 있는 전문가는 누구인가요?
2676,응급질환,두통,진단,두통으로 진단되는 증상 중에서 두통 외에 다른 증상도 있는지 궁금합니다.
2677,응급질환,두통,진단,눈까지 쑤시는 증상을 경험하게 되면 어떤 의사를 찾아서 진단을 받아야 하나요?
2678,응급질환,두통,진단,체온이 1℃ 변할 때 마다 두통이나 무력감을 스스로 진단하는 것은 안전할까요?
2679,응급질환,두통,진단,두통을 일으키는 주요 원인이 무엇인지 자세히 알고 싶어요.
2680,응급질환,두통,진단,두통을 진단하는데 가장 흔히 사용되는 방법은 무엇인가요?
2681,응급질환,두통,진단,두통을 진단하기 위해 어떤 검사가 필요한가요?
2682,응급질환,두통,진단,교모세포종의 진단을 받기 위해 어떤 의료기관을 찾아야 하나요?
2683,응급질환,두통,진단,"두통이 심한데, 어떤 의사의 도움을 받으면 정확한 진단을 받을 수 있을까요?"
2684,응급질환,두통,진단,"일산화탄소 중독에 대해 두통이 심한데, 이런 경우 어떤 검사를 받아야 할까요?"
2685,응급질환,두통,진단,냉방병을 진단받을 수 있는 곳 중에서 가장 신뢰할 만한 곳은 어디인가요?
2686,응급질환,두통,진단,두통을 진단하기 위해 어떤 의료기기나 장비를 사용하는지 알려주세요.
2687,응급질환,두통,진단,저나트륨혈증 진단 검사를 받으면 어떤 결과가 나오는지 알고 싶어요.
2688,응급질환,두통,진단,두통을 진단하기 위해 어떤 검사들이 사용되나요?
2689,응급질환,두통,진단,"두통이 심해질 경우, 어떤 종류의 의사와 상담해야 정확한 진단을 받을 수 있을까요?"
2690,응급질환,두통,진단,골수증식종양의 진단을 받으려면 어떤 의사에게 방문해야 하나요?
2691,응급질환,두통,진단,골수증식종양의 증상이 의심되면 어떤 전문의를 찾아가야 할까요?
2692,응급질환,두통,진단,일산화탄소 중독의 진단 기준에 대해 자세히 알려주세요.
2693,응급질환,두통,진단,호흡성 산증 진단을 위해 어떤 검사를 받아야 할까요?
2694,응급질환,두통,진단,두통과 관련된 통증의 원인과 관련된 정보를 알고 싶어요.
2695,응급질환,두통,진단,두통을 발생시키는 주요 원인들에 대해 자세히 설명해주실 수 있나요?
2696,응급질환,두통,진단,두통 진단을 받기 위해 어떤 의사의 진료를 받아야 하나요?
2697,응급질환,두통,진단,교모세포종 진단을 받으려면 어떤 의료기관을 방문해야 하나요?
2698,응급질환,두통,진단,냉방병을 진단하기 위해 어떤 의료진과 상담해야 할까요?
2699,응급질환,두통,진단,"갑자기 열이 확 오르고 두통, 어지럼증이 나타날 때, 어떤 진료과를 방문해야 할까요?"
2700,응급질환,두통,진단,교모세포종을 진단하기 위해 사용되는 일반적인 방법은 무엇인가요?
2701,응급질환,두통,진단,만성치주염을 진단받기 위해 어떤 증상을 경험하고 있는지 알려주세요.
2702,응급질환,두통,진단,두통의 원인을 찾기 위해서는 어떤 검사를 받아야 할까요?
2703,응급질환,두통,진단,저나트륨혈증 진단 검사가 어떤 종류의 검사인지 알려주세요.
2704,응급질환,두통,진단,두통의 진단을 위해 어떤 의료 검사가 사용되는지 알려주세요.
2705,응급질환,두통,진단,두통과 혼돈이 같이 발생하는 호흡성 산증을 진단할 수 있는 방법이 있을까요?
2706,응급질환,두통,진단,냉방병의 증상과 진단 방법에 대해 상세히 알려주세요.
2707,응급질환,두통,진단,두통 진단을 받기 위해 어떤 병원을 찾아가야 할까요?
2708,응급질환,두통,진단,만성 두통을 진단받기 위해서는 어떤 진료과를 찾아야 할까요?
2709,응급질환,두통,진단,"저나트륨혈증 진단 검사를 받고 싶은데, 어떤 전문의를 찾아가야 할까요?"
2710,응급질환,두통,진단,두통의 진단을 받고 싶다면 어디로 가서 어떤 검사를 받아야 할까요?
2711,응급질환,두통,진단,두통과 관련된 심각한 병을 진단받으려면 어떤 검사가 필요한가요?
2712,응급질환,두통,진단,골수증식종양 진단을 받기 위해 어떤 검사나 절차를 거쳐야 하나요?
2713,응급질환,두통,진단,후천적인 두통을 진단하기 위해 어떤 검사가 이루어지는지 알 수 있을까요?
2714,응급질환,두통,진단,두통이 아침에 자고 일어났을 때 더 심해지는 이유가 무엇인지 신경외과에서 진단을 받을 수 있을까요?
2715,응급질환,두통,진단,열 피로가 발생했을 때 스스로 판단할 수 있는 방법이 있을까요?
2716,응급질환,두통,진단,두부 백선에 대한 정확한 진단을 받기 위해 신경외과를 찾아가는 것이 좋을까요?
2717,응급질환,두통,진단,열 피로로 인해 나타나는 신체적인 변화는 어떤 것이 있을까요?
2718,응급질환,두통,진단,골수증식종양 진단을 받기 위해 어떤 검사와 절차를 거쳐야 하는지 자세히 설명해주세요.
2719,응급질환,두통,진단,일산화탄소 중독의 증상은 어떤 것이 있을까요?
2720,응급질환,두통,진단,"어지러움과 두통, 구토가 나타나는 증상이 있는데 이는 뇌질환의 가능성이 있을까요?"
2721,응급질환,두통,진단,"안면홍조와 두통 어지럼증을 동반한 증상이 있을 때, 골수증식종양을 의심하는데, 어디에서 정확한 검사를 받을 수 있을까요?"
2722,응급질환,두통,진단,인후염 진단을 받기 위해 어떤 의사의 진료를 받아야 하나요?
2723,응급질환,두통,진단,두통과 발작 빈도가 계속해서 높아지면 어떤 이유로 교모세포종이 의심되는 걸까요?
2724,응급질환,두통,진단,"두통이 지속적으로 있으면, 병원에서 어떤 검진을 받아 진단을 받을 수 있는지 궁금합니다."
2725,응급질환,두통,진단,냉방병의 증상을 확인하기 위해 어떤 자가진단 방법이 사용될 수 있을까요?
2726,응급질환,두통,진단,외상성 뇌 손상을 진단받으려면 어떤 전문의를 찾아야 하나요?
2727,응급질환,두통,진단,만성치주염의 진단을 받기 위해 병원이나 의원을 찾아야 하나요?
2728,응급질환,두통,진단,"잦은 두통으로 병원에 가고 싶은데, 어떤 과목의 어떤 진료를 받아야 할까요?"
2729,응급질환,두통,진단,"일주일에 3번 이상 양측성 두통이 나타날 경우, 실비보험을 신청하는 방법이 있을까요?"
2730,응급질환,두통,진단,군발두통의 진단을 받을 수 있는 의사는 어떤 종류의 의사인가요?
2731,응급질환,두통,진단,"일산화탄소 중독과 관련하여 두통이 있을 때, 어떤 검사를 받아야 할까요?"
2732,응급질환,두통,진단,두통 진단을 받기 위해 어떤 의료기관을 찾아가야 할까요?
2733,응급질환,두통,진단,병적인 두통의 진단 기준은 어떻게 결정되는지 자세히 알려주세요.
2734,응급질환,두통,진단,"두통이 지속해서 있을 때, 병원에 가서 진단을 받아야 하는 이유가 있을까요?"
2735,응급질환,두통,진단,"두통이 심한데, 진단을 받을 수 있는 의료기관을 추천해 주실 수 있나요?"
2736,응급질환,두통,진단,두통의 진단을 받기 위해 어떤 검사를 받아야 할까요?
2737,응급질환,두통,진단,두통은 일반적으로 어떤 진단 방법을 사용해 진단할 수 있을까요?
2738,응급질환,두통,진단,두통을 진단 받으면 실비보험을 신청할 수 있는지 알려주세요.
2739,응급질환,두통,진단,교모세포종인지 진단받기 위해 필요한 검사는 무엇인가요?
2740,응급질환,두통,진단,골수증식종양을 의심하는 증상을 가지고 있다면 어디로 가야 정확한 진단을 받을 수 있을까요?
2741,응급질환,두통,진단,뇌질환과 어지럼증 및 구토의 증상 사이에 어떤 관련성이 있을까요?
2742,응급질환,두통,진단,두통의 진단은 어떤 절차로 이루어지나요?
2743,응급질환,두통,진단,두통과 열이 없는 상태에서 머리의 한쪽에만 두통이 오는 증상을 질병의 진단 기준으로 삼을 수 있을까요?
2744,응급질환,두통,진단,두통이 있는 경우 건강을 지키기 위한 권장사항을 알려주세요.
2745,응급질환,두통,진단,"두통이 아침에 자고 일어났을 때 더 심해지는데, 원인을 찾기 위해 신경외과에 가서 어떤 진단을 받아야 할까요?"
2746,응급질환,두통,진단,"일주일에 3번씩 양쪽성 두통이 있는 경우, 실비보험에 가입할 수 있는 가능성이 있을까요?"
2747,응급질환,두통,진단,두통 진단을 받기 위해 어떤 의사를 찾아가야 할까요?
2748,응급질환,두통,진단,두통이 아침에 자고 일어나면 더 심해지는 이유에 대해 신경외과에서 어떤 검진을 받아야 하는지 알려주세요.
2749,응급질환,두통,진단,냉방병 진단을 위해 어떤 의료 검사를 받아야 하나요?
2750,응급질환,두통,진단,후천적인 두통의 진단을 위해 어떤 절차가 사용되나요?
2751,응급질환,두통,진단,"두통으로 인해 약을 복용하지 않으면 몇일 동안 지속되는 경우, 어떤 종류의 의사를 찾아야 할까요?"
2752,응급질환,두통,진단,"머리에 충격이 있을 때, 외상성 뇌 손상을 의심하는 경우, 어디에서 검진을 받을 수 있을까요?"
2753,응급질환,두통,진단,두통을 일으키는 원인 중에서 가장 흔한 것은 무엇인지 알고 싶어요.
2754,응급질환,두통,진단,일주일에 3번 이상 양측성 두통이 나타나면 실비보험을 신청할 수 있는지 알려주세요.
2755,응급질환,두통,진단,"열 피로로 인해 두통이나 무력감이 생길 때, 스스로 진단하는 것이 정말로 위험한 경우가 있을까요?"
2756,응급질환,두통,진단,두통을 진단하기 위해 일반적으로 어떤 증상이 고려되는지 알려주세요.
2757,응급질환,두통,진단,두통이 있을 때 건강에 어떤 문제가 발생할 수 있는지 알고 싶습니다.
2758,응급질환,두통,진단,두통과 발작 빈도가 계속해서 높아지면 교모세포종이 의심되는 기준은 무엇인가요?
2759,응급질환,두통,진단,교모세포종을 의심하는 두통과 연관된 검사 방법은 어떤 것들이 있을까요?
2760,응급질환,두통,진단,두통 진단을 위해 어떤 의료기기나 도구가 사용될 수 있을까요?
2761,응급질환,두통,진단,냉방병 진단을 받기 위해 어떤 의료기관을 찾아가야 할까요?
2762,응급질환,두통,진단,두통의 원인을 밝히기 위해 어떤 종류의 검사를 받아야 하는지 알고 싶습니다.
2763,응급질환,두통,진단,두통을 진단하는데 있어서 정확한 진단을 위해 어떤 검사가 주로 사용되는지 알려주세요.
2764,응급질환,두통,진단,두통과 발작 빈도가 높아지면 교모세포종이 의심되는 증상인지 확인할 수 있을까요?
2765,응급질환,두통,진단,두통 진단을 받기 위해 어떤 증상이 필요한가요?
2766,응급질환,두통,진단,"호흡성 산증과 관련된 두통, 혼돈과 관련된 증상을 어떻게 확인하고 진단할 수 있을까요?"
2767,응급질환,두통,진단,두통의 원인을 찾기 위해서는 어떤 종류의 의사와 협력해야 하나요?
2768,응급질환,두통,진단,"냉방병을 의심할 만한 증상이 있다면, 어떤 전문의를 찾아야 할까요?"
2769,응급질환,두통,진단,교모세포종 진단을 받을 때 어떤 서류가 필요한가요?
2770,응급질환,두통,진단,두통을 병적으로 분류하기 위한 주요한 기준에는 어떤 것들이 포함되나요?
2771,응급질환,두통,진단,두통의 원인을 확인하기 위해서는 어떤 종류의 의사를 방문해야 하나요?
2772,응급질환,두통,진단,"골수증식종양으로 인한 증상이 의심되는데, 어떤 진단 절차를 거쳐야 하나요?"
2773,응급질환,두통,진단,"두통이 자주 발생한다면, 어떤 의료진과 상담해야 할까요?"
2774,응급질환,두통,진단,두통으로 진단을 받으면 어떤 보험 혜택이 있을까요?
2775,응급질환,두통,진단,"치아 통증과 치아 문제로 인해 만성치주염이 의심되는데, 이를 확인하기 위해 어떤 종류의 전문의를 찾아야 하나요?"
2776,응급질환,두통,진단,두통이 지속되면 어떤 의료 전문가에게 방문해야 할까요?
2777,응급질환,두통,진단,두통 진단을 위해 어떤 종류의 의료기록이 필요한가요?
2778,응급질환,두통,진단,두통을 일으키는 주요 원인은 무엇인가요?
2779,응급질환,두통,진단,두통을 정확히 진단하기 위해 병원에서 어떤 검사를 해야 하나요?
2780,응급질환,두통,진단,두통이 아침에 자고 일어나면 더 심해지는 이유가 신경외과에서 어떤 진단이 필요한지 알려주세요.
2781,응급질환,두통,진단,일산화탄소 중독의 진단 기준은 무엇인가요?
2782,응급질환,두통,진단,두통을 유발하는 주요 원인을 알고 싶습니다. 어떤 것들이 있는지 알려주세요.
2783,응급질환,두통,진단,두통 진단을 받기 위해 어떤 검사가 필요할까요?
2784,응급질환,두통,진단,두통이 자주 발생하고 경련이 자주 발생하는 것이 교모세포종일 수 있는 증상인가요?
2785,응급질환,두통,진단,두통을 진단하는데 어떤 의학적 절차가 필요한가요?
2786,응급질환,두통,진단,냉방병 진단을 위한 주요한 증상이나 징후는 무엇인가요?
2787,응급질환,두통,진단,급성 중이염을 정확하게 진단받기 위해 어떤 종류의 병원을 방문해야 할까요?
2788,응급질환,두통,진단,"두통이 나타날 때, 그에 대한 원인을 알려주세요."
2789,응급질환,두통,진단,두통 진단을 받을 수 있는 병원이 어디에 있나요?
2790,응급질환,두통,진단,두통을 정확하게 진단받기 위해 어떤 진료과를 찾아야 할까요?
2791,응급질환,두통,진단,"골수증식종양의 주요 증상 중 안면홍조, 두통, 어지럼증, 시야장애가 나타나는 원인이 무엇인가요?"
2792,응급질환,두통,진단,냉방병 진단을 받기 위해서는 어떤 증상이 있어야 하나요?
2793,응급질환,두통,진단,만성 두통의 진단을 받기 위해 어떤 검사가 필요한가요?
2794,응급질환,두통,진단,두통이라는 질병은 어떤 원인으로 인해 발생하는 경우가 많은가요?
2795,응급질환,두통,진단,인후염을 의심할 때 어떤 의사에게 진단을 받아야 할까요?
2796,응급질환,두통,진단,두통이 지속적으로 오는 증상을 정확하게 진단받고 싶다면 어디로 가야 할까요?
2797,응급질환,두통,진단,두통을 일으키는 주요 원인들에 대해 자세한 설명을 해주실 수 있나요?
